SPEC,COMMONNAME,SCINAME,SPEC6,Order,Family,Subfamily
JASP,Java Sparrow,Padda oryzivora,PADORY,Passeriformes,Estrildidae,
JEAN,Jet Antbird,Cercomacra nigricans,CERNIG,Passeriformes,Thamnophilidae,
JOPE,Jouanin's Petrel,Bulweria fallax,BULFAL,Procellariiformes,Procellariidae,
JFPE,Juan Fernandez Petrel,Pterodroma externa,PTEEXT,Procellariiformes,Procellariidae,
JUTI,Juniper Titmouse,Baeolophus ridgwayi,BAERID,Passeriformes,Paridae,
KAKA,Kakawahie,Paroreomyza flammea,PARFLA,Passeriformes,Fringillidae,Drepanidinae
KAPH,Kalij Pheasant,Lophura leucomelanos,LOPLEU,Galliformes,Phasianidae,Phasianinae
KAMA,Kamao,Myadestes myadestinus,MYAMYA,Passeriformes,Turdidae,
KAAM,Kauai Amakihi,Hemignathus kauaiensis,HEMKAU,Passeriformes,Fringillidae,Drepanidinae
KAEL,Kauai Elepaio,Chasiempis sclateri,CHASCL,Passeriformes,Monarchidae,
KAOO,Kauai Oo,Moho braccatus,MOHBRA,Passeriformes,Mohoidae,
KBMO,Keel-billed Motmot,Electron carinatum,ELECAR,Coraciiformes,Momotidae,
KBTO,Keel-billed Toucan,Ramphastos sulfuratus,RAMSUL,Piciformes,Ramphastidae,Ramphastinae
KEGU,Kelp Gull,Larus dominicanus,LARDOM,Charadriiformes,Laridae,Larinae
KEWA,Kentucky Warbler,Geothlypis formosa,GEOFOR,Passeriformes,Parulidae,
KEPE,Kermadec Petrel,Pterodroma neglecta,PTENEG,Procellariiformes,Procellariidae,
KWQD,Key West Quail-Dove,Geotrygon chrysia,GEOCHR,Columbiformes,Columbidae,
KILL,Killdeer,Charadrius vociferus,CHAVOC,Charadriiformes,Charadriidae,Charadriinae
KIEI,King Eider,Somateria spectabilis,SOMSPE,Anseriformes,Anatidae,Anatinae
KIRA,King Rail,Rallus elegans,RALELE,Gruiformes,Rallidae,
KIVU,King Vulture,Sarcoramphus papa,SARPAP,Accipitriformes,Cathartidae,
KIOE,Kioea,Chaetoptila angustipluma,CHAANG,Passeriformes,Mohoidae,
KIWA,Kirtland's Warbler,Setophaga kirtlandii,SETKIR,Passeriformes,Parulidae,
KIMU,Kittlitz's Murrelet,Brachyramphus brevirostris,BRABRE,Charadriiformes,Alcidae,
KOGR,Kona Grosbeak,Chloridops kona,CHLKON,Passeriformes,Fringillidae,Drepanidinae
LSFL,La Sagra's Flycatcher,Myiarchus sagrae,MYISAG,Passeriformes,Tyrannidae,Tyranninae
LSTH,La Selle Thrush,Turdus swalesi,TURSWA,Passeriformes,Turdidae,
LABD,Labrador Duck,Camptorhynchus labradorius,CAMLAB,Anseriformes,Anatidae,Anatinae
LBWO,Ladder-backed Woodpecker,Picoides scalaris,PICSCA,Piciformes,Picidae,Picinae
LAHO,Lanai Hookbill,Dysmorodrepanis munroi,DYSMUN,Passeriformes,Fringillidae,Drepanidinae
LAMO,Lanceolated Monklet,Micromonacha lanceolata,MICLAN,Piciformes,Bucconidae,
LANW,Lanceolated Warbler,Locustella lanceolata,LOCLAN,Passeriformes,Megaluridae,
LATM,Lance-tailed Manakin,Chiroxiphia lanceolata,CHILAN,Passeriformes,Pipridae,
LALO,Lapland Longspur,Calcarius lapponicus,CALLAP,Passeriformes,Calcariidae,
LCGO,Large Canada Goose,Branta c. moffitti,BRACMO,Anseriformes,Anatidae,Anserinae
LBSF,Large-billed Seed-Finch,Oryzoborus crassirostris,ORYCRA,Passeriformes,Emberizidae,
LBSP,Large-billed Sparrow,Passerculus s. rostratus,PASSRO,Passeriformes,Emberizidae,
LBTE,Large-billed Tern,Phaetusa simplex,PHASIM,Charadriiformes,Laridae,Sterninae
LFFI,Large-footed Finch,Pezopetes capitalis,PEZCAP,Passeriformes,Emberizidae,
LARB,Lark Bunting,Calamospiza melanocorys,CALMEC,Passeriformes,Emberizidae,
LASP,Lark Sparrow,Chondestes grammacus,CHOGRA,Passeriformes,Emberizidae,
LTTR,Lattice-tailed Trogon,Trogon clathratus,TROCLA,Trogoniformes,Trogonidae,Trogoninae
LAFA,Laughing Falcon,Herpetotheres cachinnans,HERCAC,Falconiformes,Falconidae,Falconinae
LAGU,Laughing Gull,Leucophaeus atricilla,LEUATC,Charadriiformes,Laridae,Larinae
LAVW,Lavender Waxbill,Estrilda caerulescens,ESTCAE,Passeriformes,Estrildidae,
LAGO,Lawrence's Goldfinch,Spinus lawrencei,SPILAW,Passeriformes,Fringillidae,Carduelinae
LAWA,Lawrence's Warbler,Vermivora cyanoptera x chrysoptera,VERCCH,Passeriformes,Parulidae,
LAAL,Laysan Albatross,Phoebastria immutabilis,PHOIMM,Procellariiformes,Diomedeidae,
LAYD,Laysan Duck,Anas laysanensis,ANALAY,Anseriformes,Anatidae,Anatinae
LAFI,Laysan Finch,Telespiza cantans,TELCAN,Passeriformes,Fringillidae,Drepanidinae
LARA,Laysan Rail,Porzana palmeri,PORPAL,Gruiformes,Rallidae,
LBFH,Laysan X Black-foot. Albatross Hybrid,Phoebastria immut. X nigripes,PHOIMN,Procellariiformes,Diomedeidae,
LAZB,Lazuli Bunting,Passerina amoena,PASAMO,Passeriformes,Cardinalidae,
LIBH,Lazuli x Indigo Bunting Hybrid,Passerina amoena x cyanea,PASAMC,Passeriformes,Cardinalidae,
LCSP,Le Conte's Sparrow,Ammodramus leconteii,AMMLEC,Passeriformes,Emberizidae,
LCTH,Le Conte's Thrasher,Toxostoma lecontei,TOXLEC,Passeriformes,Mimidae,
LESP,Leach's Storm-Petrel,Oceanodroma leucorhoa,OCELEU,Procellariiformes,Hydrobatidae,
LEAU,Least Auklet,Aethia pusilla,AETPUS,Charadriiformes,Alcidae,
LBVI,Least Bell's Vireo,Vireo b. pusillus,VIRBPU,Passeriformes,Vireonidae,
LEBI,Least Bittern,Ixobrychus exilis,IXOEXI,Pelecaniformes,Ardeidae,
LEFL,Least Flycatcher,Empidonax minimus,EMPMIN,Passeriformes,Tyrannidae,Fluvicolinae
LEGR,Least Grebe,Tachybaptus dominicus,TACDOM,Podicipediformes,Podicipedidae,
LEPA,Least Pauraque,Siphonorhis brewsteri,SIPBRE,Caprimulgiformes,Caprimulgidae,Caprimulginae
LESA,Least Sandpiper,Calidris minutilla,CALMIL,Charadriiformes,Scolopacidae,Scolopacinae
LSTP,Least Storm-Petrel,Oceanodroma microsoma,OCEMIC,Procellariiformes,Hydrobatidae,
LETE,Least Tern,Sternula antillarum,STEANT,Charadriiformes,Laridae,Sterninae
LSTA,Lemon-spectacled Tanager,Chlorothraupis olivacea,CHLOLI,Passeriformes,Cardinalidae,
LEAK,Lesser Akialoa,Hemignathus obscurus,HEMOBS,Passeriformes,Fringillidae,Drepanidinae
LANB,Lesser Antillean Bullfinch,Loxigilla noctis,LOXNOC,Passeriformes,Emberizidae,
LAFL,Lesser Antillean Flycatcher,Myiarchus oberi,MYIOBE,Passeriformes,Tyrannidae,Tyranninae
LAPE,Lesser Antillean Pewee,Contopus latirostris,CONLAT,Passeriformes,Tyrannidae,Fluvicolinae
LASA,Lesser Antillean Saltator,Saltator albicollis,SALALB,Passeriformes,,
LASW,Lesser Antillean Swift,Chaetura martinica,CHAMAR,Apodiformes,Apodidae,Chaeturinae
LATA,Lesser Antillean Tanager,Tangara cucullata,TANCUC,Passeriformes,Thraupidae,
LBBG,Lesser Black-backed Gull,Larus fuscus,LARFUS,Charadriiformes,Laridae,Larinae
LEEL,Lesser Elaenia,Elaenia chiriquensis,ELACHI,Passeriformes,Tyrannidae,Elaeniinae
LEFR,Lesser Frigatebird,Fregata ariel,FREARI,Suliformes,Fregatidae,
LEGP,Lesser Golden-Plover,Pluvialis dominica/fulva,PLUDOF,Charadriiformes,Charadriidae,
LEGO,Lesser Goldfinch,Spinus psaltria,SPIPSA,Passeriformes,Fringillidae,Carduelinae
LESG,Lesser Greenlet,Hylophilus decurtatus,HYLDEC,Passeriformes,Vireonidae,
LEGC,Lesser Ground-Cuckoo,Morococcyx erythropygus,MORERY,Cuculiformes,Cuculidae,Neomorphinae
LEKI,Lesser Kiskadee,Pitangus lictor,PITLIC,Passeriformes,Tyrannidae,Tyranninae
LEKF,Lesser Koa-Finch,Rhodacanthis flaviceps,RHOFLA,Passeriformes,Fringillidae,Drepanidinae
LENI,Lesser Nighthawk,Chordeiles acutipennis,CHOACU,Caprimulgiformes,Caprimulgidae,Chordeilinae
LEPC,Lesser Prairie-Chicken,Tympanuchus pallidicinctus,TYMPAL,Galliformes,Phasianidae,Tetraoninae
LERO,Lesser Roadrunner,Geococcyx velox,GEOVEL,Cuculiformes,Cuculidae,Neomorphinae
LSAP,Lesser Sand-Plover,Charadrius mongolus,CHAMOG,Charadriiformes,Charadriidae,Charadriinae
LESC,Lesser Scaup,Aythya affinis,AYTAFF,Anseriformes,Anatidae,Anatinae
LSGB,Lesser Snow Goose Blue-morph,Chen c. caerulescens,CHECCA,Anseriformes,Anatidae,Anserinae
LSGI,Lesser Snow Goose Intermediate-morph,Chen c. caerulescens,CHECCA,Anseriformes,Anatidae,Anserinae
LSGW,Lesser Snow Goose White-morph,Chen c. caerulescens,CHECCA,Anseriformes,Anatidae,Anserinae
LSTS,Lesser Swallow-tailed Swift,Panyptila cayennensis,PANCAY,Apodiformes,Apodidae,Apodinae
LWFG,Lesser White-fronted Goose,Anser erythropus,ANSERY,Anseriformes,Anatidae,Anserinae
LEWH,Lesser Whitethroat,Sylvia curruca,SYLCUR,Passeriformes,Sylviidae,
LYHV,Lesser Yellow-headed Vulture,Cathartes burrovianus,CATBUR,Accipitriformes,Cathartidae,
LEYE,Lesser Yellowlegs,Tringa flavipes,TRIFLA,Charadriiformes,Scolopacidae,Scolopacinae
LEWO,Lewis's Woodpecker,Melanerpes lewis,MELLEW,Piciformes,Picidae,Picinae
LMAL,Light-mantled Albatross,Phoebetria palpebrata,PHOPAL,Procellariiformes,Diomedeidae,
LCPA,Lilac-crowned Parrot,Amazona finschi,AMAFIN,Psittaciformes,Psittacidae,Arinae
LIMP,Limpkin,Aramus guarauna,ARAGUA,Gruiformes,Aramidae,
LISP,Lincoln's Sparrow,Melospiza lincolnii,MELLIN,Passeriformes,Emberizidae,
LIFG,Lineated Foliage-gleaner,Syndactyla subalaris,SYNSUB,Passeriformes,Furnariidae,Furnariinae
LIWO,Lineated Woodpecker,Dryocopus lineatus,DRYLIN,Piciformes,Picidae,Picinae
LIBI,Little Bittern,Ixobrychus minutus,IXOMIN,Pelecaniformes,Ardeidae,
LBHE,Little Blue Heron,Egretta caerulea,EGRCAE,Pelecaniformes,Ardeidae,
LIBU,Little Bunting,Emberiza pusilla,EMBPUS,Passeriformes,Emberizidae,
LITC,Little Cuckoo,Coccycua minuta,COCMIT,Cuculiformes,Cuculidae,Cuculinae
LICU,Little Curlew,Numenius minutus,NUMMIN,Charadriiformes,Scolopacidae,Scolopacinae
LIEG,Little Egret,Egretta garzetta,EGRGAR,Pelecaniformes,Ardeidae,
LIGU,Little Gull,Hydrocoloeus minutus,HYDMIN,Charadriiformes,Laridae,Larinae
LRPL,Little Ringed Plover,Charadrius dubius,CHADUB,Charadriiformes,Charadriidae,Charadriinae
LISH,Little Shearwater,Puffinus assimilis,PUFASS,Procellariiformes,Procellariidae,
LIST,Little Stint,Calidris minuta,CALMIA,Charadriiformes,Scolopacidae,Scolopacinae
LITE,Little Tern,Sternula albifrons,STEALB,Charadriiformes,Laridae,Sterninae
LITI,Little Tinamou,Crypturellus soui,CRYSOU,Tinamiformes,Tinamidae,
LOKI,Loggerhead Kingbird,Tyrannus caudifasciatus,TYRCAU,Passeriformes,Tyrannidae,Tyranninae
LOSH,Loggerhead Shrike,Lanius ludovicianus,LANLUD,Passeriformes,Laniidae,
LBCU,Long-billed Curlew,Numenius americanus,NUMAME,Charadriiformes,Scolopacidae,Scolopacinae
LBDO,Long-billed Dowitcher,Limnodromus scolopaceus,LIMSCO,Charadriiformes,Scolopacidae,Scolopacinae
LBGN,Long-billed Gnatwren,Ramphocaenus melanurus,RAMMEL,Passeriformes,Polioptilidae,
LBIH,Long-billed Hermit,Phaethornis longirostris,PHALON,Apodiformes,Trochilidae,Phaethornithinae
LBMU,Long-billed Murrelet,Brachyramphus perdix,BRAPER,Charadriiformes,Alcidae,
LBST,Long-billed Starthroat,Heliomaster longirostris,HELLON,Apodiformes,Trochilidae,Trochilinae
LBTH,Long-billed Thrasher,Toxostoma longirostre,TOXLON,Passeriformes,Mimidae,
LEOW,Long-eared Owl,Asio otus,ASIOTU,Strigiformes,Strigidae,
LTDU,Long-tailed Duck,Clangula hyemalis,CLAHYE,Anseriformes,Anatidae,Anatinae
LTJA,Long-tailed Jaeger,Stercorarius longicaudus,STELON,Charadriiformes,Stercorariidae,
LOTM,Long-tailed Manakin,Chiroxiphia linearis,CHILIN,Passeriformes,Pipridae,
LTSA,Long-tailed Sabrewing,Campylopterus excellens,CAMEXC,Apodiformes,Trochilidae,Trochilinae
LTSF,Long-tailed Silky-flycatcher,Ptilogonys caudatus,PTICAU,Passeriformes,Ptilogonatidae,
LTTY,Long-tailed Tyrant,Colonia colonus,COLCOL,Passeriformes,Tyrannidae,Fluvicolinae
LTWO,Long-tailed Woodcreeper,Deconychura longicauda,DECLON,Passeriformes,Furnariidae,Dendrocolaptinae
LTWP,Long-tailed Wood-Partridge,Dendrortyx macroura,DENMAC,Galliformes,Odontophoridae,
LTST,Long-toed Stint,Calidris subminuta,CALSUB,Charadriiformes,Scolopacidae,Scolopacinae
LWHA,Long-winged Harrier,Circus buffoni,CIRBUF,Accipitriformes,Accipitridae,Accipitrinae
LOWA,Louisiana Waterthrush,Parkesia motacilla,PARMOT,Passeriformes,Parulidae,
LOCO,Lovely Cotinga,Cotinga amabilis,COTAMA,Passeriformes,Cotingidae,
LUHU,Lucifer Hummingbird,Calothorax lucifer,CALLUC,Apodiformes,Trochilidae,Trochilinae
LUWA,Lucy's Warbler,Oreothlypis luciae,ORELUC,Passeriformes,Parulidae,
MGWA,MacGillivray's Warbler,Geothlypis tolmiei,GEOTOL,Passeriformes,Parulidae,
MTWO,Magenta-throated Woodstar,Calliphlox bryantae,CALBRY,Apodiformes,Trochilidae,Trochilinae
MAFR,Magnificent Frigatebird,Fregata magnificens,FREMAG,Suliformes,Fregatidae,
MAHU,Magnificent Hummingbird,Eugenes fulgens,EUGFUL,Apodiformes,Trochilidae,Trochilinae
MAWA,Magnolia Warbler,Setophaga magnolia,SETMAG,Passeriformes,Parulidae,
MALL,Mallard,Anas platyrhynchos,ANAPLA,Anseriformes,Anatidae,Anatinae
MACU,Mangrove Cuckoo,Coccyzus minor,COCMIR,Cuculiformes,Cuculidae,Cuculinae
MANH,Mangrove Hummingbird,Amazilia boucardi,AMABOU,Apodiformes,Trochilidae,Trochilinae
MANS,Mangrove Swallow,Tachycineta albilinea,TACALB,Passeriformes,Hirundinidae,Hirundininae
MAVI,Mangrove Vireo,Vireo pallens,VIRPAL,Passeriformes,Vireonidae,
MANW,Mangrove Warbler,Setophaga petechia erithachorides,SETPER,Passeriformes,Parulidae,
MASH,Manx Shearwater,Puffinus puffinus,PUFPUF,Procellariiformes,Procellariidae,
MAGO,Marbled Godwit,Limosa fedoa,LIMFED,Charadriiformes,Scolopacidae,Scolopacinae
MAMU,Marbled Murrelet,Brachyramphus marmoratus,BRAMAR,Charadriiformes,Alcidae,
MAWQ,Marbled Wood-Quail,Odontophorus gujanensis,ODOGUJ,Galliformes,Odontophoridae,
MASW,Mariana Swiftlet,Aerodramus bartschi,AERBAR,Apodiformes,Apodidae,Chaeturinae
MASP,Markham's Storm-Petrel,Oceanodroma markhami,OCEMAR,Procellariiformes,Hydrobatidae,
MCGD,Maroon-chested Ground-Dove,Claravis mondetoura,CLAMON,Columbiformes,Columbidae,
MFPA,Maroon-fronted Parrot,Rhynchopsitta terrisi,RHYTER,Psittaciformes,Psittacidae,Arinae
MASA,Marsh Sandpiper,Tringa stagnatilis,TRISTA,Charadriiformes,Scolopacidae,Scolopacinae
MAWR,Marsh Wren,Cistothorus palustris,CISPAL,Passeriformes,Troglodytidae,
MAOR,Martinique Oriole,Icterus bonana,ICTBON,Passeriformes,Icteridae,
MABO,Masked Booby,Sula dactylatra,SULDAC,Suliformes,Sulidae,
MADU,Masked Duck,Nomonyx dominicus,NOMDOM,Anseriformes,Anatidae,Anatinae
MATI,Masked Tityra,Tityra semifasciata,TITSEM,Passeriformes,Tityridae,
MAYE,Masked Yellowthroat,Geothlypis aequinoctialis,GEOAEQ,Passeriformes,Parulidae,
MAAL,Maui Alauahio,Paroreomyza montana,PARMON,Passeriformes,Fringillidae,Drepanidinae
MAPA,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,Passeriformes,Fringillidae,Drepanidinae
MCLO,McCown's Longspur,Rhynchophanes mccownii,RHYMCC,Passeriformes,Calcariidae,
MKBU,McKay's Bunting,Plectrophenax hyperboreus,PLEHYP,Passeriformes,Calcariidae,
MEAP,Mealy Parrot,Amazona farinosa,AMAFAR,Psittaciformes,Psittacidae,Arinae
MEBL,Melodious Blackbird,Dives dives,DIVDIV,Passeriformes,Icteridae,
MERL,Merlin,Falco columbarius,FALCOL,Falconiformes,Falconidae,Falconinae
MEGU,Mew Gull,Larus canus,LARCAN,Charadriiformes,Laridae,Larinae
MECH,Mexican Chickadee,Poecile sclateri,POESCL,Passeriformes,Paridae,
MEDU,Mexican Duck,Anas p. diazi,ANAPDI,Anseriformes,Anatidae,Anatinae
MEJA,Mexican Jay,Aphelocoma wollweberi,APHWOL,Passeriformes,Corvidae,
MEXP,Mexican Parrotlet,Forpus cyanopygius,FORCYA,Psittaciformes,Psittacidae,Arinae
MESH,Mexican Sheartail,Doricha eliza,DORELI,Apodiformes,Trochilidae,Trochilinae
MWPW,Mexican Whip-poor-will,Antrostomus arizonae,ANTARI,Caprimulgiformes,Caprimulgidae,Caprimulginae
MEWO,Mexican Woodnymph,Thalurania ridgwayi,THARID,Apodiformes,Trochilidae,Trochilinae
MIGW,Middendorff's Grasshopper-Warbler,Locustella ochotensis,LOCOCH,Passeriformes,Megaluridae,
MIMA,Military Macaw,Ara militaris,ARAMIL,Psittaciformes,Psittacidae,Arinae
MILL,Millerbird,Acrocephalus familiaris,ACRFAM,Passeriformes,Acrocephalidae,
MCGO,Minima Cackling Goose,Branta h. minima,BRAHMI,Anseriformes,Anatidae,Anserinae
MIKI,Mississippi Kite,Ictinia mississippiensis,ICTMIS,Accipitriformes,Accipitridae,Accipitrinae
MIPA,Mitred Parakeet,Aratinga mitrata,ARAMIT,Psittaciformes,Psittacidae,Arinae
MOPA,Monk Parakeet,Myiopsitta monachus,MYIMON,Psittaciformes,Psittacidae,Arinae
MORO,Montezuma Oropendola,Psarocolius montezuma,PSAMON,Passeriformes,Icteridae,
MONQ,Montezuma Quail,Cyrtonyx montezumae,CYRMON,Galliformes,Odontophoridae,
MORI,Montserrat Oriole,Icterus oberi,ICTOBE,Passeriformes,Icteridae,
MODU,Mottled Duck,Anas fulvigula,ANAFUL,Anseriformes,Anatidae,Anatinae
MOOW,Mottled Owl,Ciccaba virgata,CICVIR,Strigiformes,Strigidae,
MOPE,Mottled Petrel,Pterodroma inexpectata,PTEINE,Procellariiformes,Procellariidae,
MOBL,Mountain Bluebird,Sialia currucoides,SIACUR,Passeriformes,Turdidae,
MOCH,Mountain Chickadee,Poecile gambeli,POEGAM,Passeriformes,Paridae,
MOEL,Mountain Elaenia,Elaenia frantzii,ELAFRA,Passeriformes,Tyrannidae,Elaeniinae
MOPL,Mountain Plover,Charadrius montanus,CHAMOT,Charadriiformes,Charadriidae,Charadriinae
MOUQ,Mountain Quail,Oreortyx pictus,OREPIC,Galliformes,Odontophoridae,
MOTH,Mountain Thrush,Turdus plebejus,TURPLE,Passeriformes,Turdidae,
MOTR,Mountain Trogon,Trogon mexicanus,TROMEX,Trogoniformes,Trogonidae,Trogoninae
MWCS,Mountain White-crowned Sparrow,Zonotrichia l. oriantha,ZONLOR,Passeriformes,Emberizidae,
MODO,Mourning Dove,Zenaida macroura,ZENMAC,Columbiformes,Columbidae,
MOWA,Mourning Warbler,Geothlypis philadelphia,GEOPHI,Passeriformes,Parulidae,
MCTY,Mouse-colored Tyrannulet,Phaeomyias murina,PHAMUR,Passeriformes,Tyrannidae,Elaeniinae
MOAN,Moustached Antwren,Myrmotherula ignota,MYRIGN,Passeriformes,Thamnophilidae,
MUFL,Mugimaki Flycatcher,Ficedula mugimaki,FICMUG,Passeriformes,Muscicapidae,
MUPE,Murphy's Petrel,Pterodroma ultima,PTEULT,Procellariiformes,Procellariidae,
MUDU,Muscovy Duck,Cairina moschata,CAIMOS,Anseriformes,Anatidae,Anatinae
MUSW,Mute Swan,Cygnus olor,CYGOLO,Anseriformes,Anatidae,Anserinae
MYWA,Myrtle Warbler,Setophaga coronata coronata,SETCCO,Passeriformes,Parulidae,
NAFL,Narcissus Flycatcher,Ficedula narcissina,FICNAR,Passeriformes,Muscicapidae,
NBTO,Narrow-billed Tody,Todus angustirostris,TODANG,Coraciiformes,Todidae,
NAWA,Nashville Warbler,Oreothlypis ruficapilla,ORERUF,Passeriformes,Parulidae,
NAWR,Nava's Wren,Hylorchilus navai,HYLNAV,Passeriformes,Troglodytidae,
NABO,Nazca Booby,Sula granti,SULGRA,Suliformes,Sulidae,
NESP,Nelson's Sparrow,Ammodramus nelsoni,AMMNEL,Passeriformes,Emberizidae,
NECO,Neotropic Cormorant,Phalacrocorax brasilianus,PHABRA,Suliformes,Phalacrocoracidae,
NESH,Newell's Shearwater,Puffinus a. newelli,PUFANE,Procellariiformes,Procellariidae,
NIGR,Nicaraguan Grackle,Quiscalus nicaraguensis,QUINIC,Passeriformes,Icteridae,
NISF,Nicaraguan Seed-Finch,Oryzoborus nuttingi,ORYNUT,Passeriformes,Emberizidae,
NIWR,Nightingale Wren,Microcerculus philomela,MICPHI,Passeriformes,Troglodytidae,
NIFI,Nihoa Finch,Telespiza ultima,TELULT,Passeriformes,Fringillidae,Drepanidinae
NOBW,Northern Barred-Woodcreeper,Dendrocolaptes sanctithomae,DENSAN,Passeriformes,Furnariidae,Dendrocolaptinae
NOBT,Northern Beardless-Tyrannulet,Camptostoma imberbe,CAMIMB,Passeriformes,Tyrannidae,Elaeniinae
NOBE,Northern Bentbill,Oncostoma cinereigulare,ONCCIN,Passeriformes,Tyrannidae,Platyrinchinae
NOBO,Northern Bobwhite,Colinus virginianus,COLVIR,Galliformes,Odontophoridae,
NOCA,Northern Cardinal,Cardinalis cardinalis,CARCAI,Passeriformes,Cardinalidae,
NOFL,Northern Flicker,Colaptes auratus,COLAUT,Piciformes,Picidae,Picinae
NFIN,Northern Flicker Intergrade,Colaptes a.auratus x cafer,COLAAC,Piciformes,Picidae,Picinae
NOFU,Northern Fulmar,Fulmarus glacialis,FULGLA,Procellariiformes,Procellariidae,
NOGA,Northern Gannet,Morus bassanus,MORBAS,Suliformes,Sulidae,
NOGO,Northern Goshawk,Accipiter gentilis,ACCGEN,Accipitriformes,Accipitridae,Accipitrinae
NOHA,Northern Harrier,Circus cyaneus,CIRCYA,Accipitriformes,Accipitridae,Accipitrinae
NHOW,Northern Hawk Owl,Surnia ulula,SURULU,Strigiformes,Strigidae,
NOJA,Northern Jacana,Jacana spinosa,JACSPI,Charadriiformes,Jacanidae,
NOLA,Northern Lapwing,Vanellus vanellus,VANVAN,Charadriiformes,Charadriidae,Vanellinae
NOMO,Northern Mockingbird,Mimus polyglottos,MIMPOL,Passeriformes,Mimidae,
NOPA,Northern Parula,Setophaga americana,SETAME,Passeriformes,Parulidae,
NOPI,Northern Pintail,Anas acuta,ANAACU,Anseriformes,Anatidae,Anatinae
NORP,Northern Potoo,Nyctibius jamaicensis,NYCJAM,Caprimulgiformes,Nyctibiidae,
NOPO,Northern Pygmy-Owl,Glaucidium gnoma,GLAGNO,Strigiformes,Strigidae,
NRWS,Northern Rough-winged Swallow,Stelgidopteryx serripennis,STESER,Passeriformes,Hirundinidae,Hirundininae
NSWO,Northern Saw-whet Owl,Aegolius acadicus,AEGACA,Strigiformes,Strigidae,
NOSF,Northern Scrub-Flycatcher,Sublegatus arenarum,SUBARE,Passeriformes,Tyrannidae,Elaeniinae
NSHO,Northern Shoveler,Anas clypeata,ANACLY,Anseriformes,Anatidae,Anatinae
NSHR,Northern Shrike,Lanius excubitor,LANEXC,Passeriformes,Laniidae,
NOWA,Northern Waterthrush,Parkesia noveboracensis,PARNOV,Passeriformes,Parulidae,
NOWH,Northern Wheatear,Oenanthe oenanthe,OENOEN,Passeriformes,Muscicapidae,
NOCR,Northwestern Crow,Corvus caurinus,CORCAU,Passeriformes,Corvidae,
NUKU,Nukupuu,Hemignathus lucidus,HEMLUC,Passeriformes,Fringillidae,Drepanidinae
NUMA,Nutmeg Mannikin,Lonchura punctulata,LONPUN,Passeriformes,Estrildidae,
NWCS,Nuttall's White-crowned Sparrow,Zonotrichia l. nuttalli,ZONLNU,Passeriformes,Emberizidae,
NUWO,Nuttall's Woodpecker,Picoides nuttallii,PIDNUT,Piciformes,Picidae,Picinae
NUFL,Nutting's Flycatcher,Myiarchus nuttingi,MYINUT,Passeriformes,Tyrannidae,Tyranninae
OAAL,Oahu Alauahio,Paroreomyza maculata,PARMAA,Passeriformes,Fringillidae,Drepanidinae
OAAM,Oahu Amakihi,Hemignathus flavus,HEMFLS,Passeriformes,Fringillidae,Drepanidinae
OAEL,Oahu Elepaio,Chasiempis ibidis,CHAIBI,Passeriformes,Monarchidae,
OAOO,Oahu Oo,Moho apicalis,MOHAPI,Passeriformes,Mohoidae,
OATI,Oak Titmouse,Baeolophus inornatus,BAEINO,Passeriformes,Paridae,
OASP,Oaxaca Sparrow,Aimophila notosticta,AIMNOT,Passeriformes,Emberizidae,
OCAN,Ocellated Antbird,Phaenostictus mcleannani,PHAMCL,Passeriformes,Thamnophilidae,
OCCR,Ocellated Crake,Micropygia schomburgkii,MICSCH,Gruiformes,Rallidae,
OCPO,Ocellated Poorwill,Nyctiphrynus ocellatus,NYCOCE,Caprimulgiformes,Caprimulgidae,Caprimulginae
OCQU,Ocellated Quail,Cyrtonyx ocellatus,CYROCE,Galliformes,Odontophoridae,
OCTH,Ocellated Thrasher,Toxostoma ocellatum,TOXOCE,Passeriformes,Mimidae,
OCTU,Ocellated Turkey,Meleagris ocellata,MELOCE,Galliformes,Phasianidae,Meleagridinae
OCPE,Ochraceous Pewee,Contopus ochraceus,CONOCH,Passeriformes,Tyrannidae,Fluvicolinae
OCWR,Ochraceous Wren,Troglodytes ochraceus,TROOCH,Passeriformes,Troglodytidae,
OBFL,Ochre-bellied Flycatcher,Mionectes oleagineus,MIOOLE,Passeriformes,Tyrannidae,Elaeniinae
OBAN,Ochre-breasted Antpitta,Grallaricula flavirostris,GRAFLA,Passeriformes,Grallariidae,
OILB,Oilbird,Steatornis caripensis,STECAR,Caprimulgiformes,Steatornithidae,
OLFL,Olivaceous Flatbill,Rhynchocyclus olivaceus,RHYOLI,Passeriformes,Tyrannidae,Platyrinchinae
OLPI,Olivaceous Piculet,Picumnus olivaceus,PICOLI,Piciformes,Picidae,Picumninae
OLWO,Olivaceous Woodcreeper,Sittasomus griseicapillus,SITGRI,Passeriformes,Furnariidae,Dendrocolaptinae
OLSP,Olive Sparrow,Arremonops rufivirgatus,ARRRUF,Passeriformes,Emberizidae,
OLWA,Olive Warbler,Peucedramus taeniatus,PEUTAE,Passeriformes,Peucedramidae,
OBAE,Olive-backed Euphonia,Euphonia gouldi,EUPGOU,Passeriformes,Fringillidae,Euphoniinae
OBPI,Olive-backed Pipit,Anthus hodgsoni,ANTHOD,Passeriformes,Motacillidae,
